Title,Organization_name,Type,Traded as,ISIN,Industry,Predecessors,Headquarters,Area served,Key people,Products,Revenue,Operating income,Net income,Total assets,Total equity,Number of employees,Parent,Subsidiaries,Website
Boeing,The Boeing Company,Public,"NYSE: BA, DJIA Component, S&P 100 Component, S&P 500 Component",US0970231058,"['Aerospace', ' Defense']",,"Boeing International Headquarters, Chicago, Illinois, U.S.",Worldwide (p1),['Larry Kellner (Chairman) Dave Calhoun (President and CEO)'],"Commercial aircraft, Military aircraft, Satellites, Space vehicles and launchers",US$ 76.559 billion (2019),US$ −1.975 billion (2019),US$ −636 million (2019),US$ 133.625 billion (2019),US$ −8.300 billion (2019),"153,027 (January 1, 2019)",,"['Aurora Flight Sciences', ' Aviall Services', ' Boeing Aircraft Holding Company', ' Boeing UK', ' Boeing Defence UK', ' Boeing Australia', ' Boeing Canada', ' Boeing Capital Corporation', ' Boeing Commercial Space\u200b Company', ' Jeppesen', ' Continental data graphics', ' Spectrolab', ' Boeing Intelligence & Analytics', ' ForeFlight']",www.boeing.com
Harbin Engineering University,Harbin Engineering University,Public,,,,,,,,,,,,,,,,,www.hrbeu.edu.cn
Technische Universität Ilmenau,Ilmenau University of Technology,Public,,,,,,,,,,,,,,,,,www.tu-ilmenau.de
Toyota,Toyota Motor Corporation,Public KK,"TYO: 7203, NAG: 7203, LSE: TYT, NYSE: TM, TOPIX Core 30 Component",JP3633400001,['Automotive'],,"Toyota City, Japan",Worldwide,"['Takeshi Uchiyamada (Chairman)', ' Shigeru Hayakawa (Vice chairman)', ' Akio Toyoda (President)']","Automobiles, luxury vehicles, commercial vehicles, engines","¥ 30,225,681 million (US$ 272 billion) (FY2019) [note 1]","¥2,467,545 million (FY2019)","¥1,985,587 million (FY2019)","¥51,936,949 million (FY2019)","¥20,067,137 million (FY2019)","370,870 (FY2019)",,"['Japan:', ' Hino (57.21%)', ' Daihatsu', ' Toyota Auto Body', ' Toyota Financial Services', ' Toyota Motor East Japan', ' International:', ' Toyota Pakistan', ' Toyota-Astra Motor (Indonesia)', ' Toyota Motor North America', ' Toyota Kirloskar India (89%)', ' Toyota Canada (51%)', ' Toyota Motor Sales USA', ' Toyota Motor Europe', ' Toyota Motor Manufacturing UK', ' Toyota (GB) PLC', ' Toyota Motor Manufacturing France', ' Toyota Motor Philippines', ' Toyota Motor Thailand (86.43%)', ' Toyota Peugeot Citroën Automobile Czech (50%)', ' Toyota Motor Russia', ' Toyota Motor Corporation Australia', ' Toyota South Africa Motors', ' Perodua (25%)']",toyota-global.com
Toyota,Toyota Motor Corporation,Public KK,"TYO: 7203, NAG: 7203, LSE: TYT, NYSE: TM, TOPIX Core 30 Component",JP3633400001,['Automotive'],,"Toyota City, Japan",Worldwide,"['Takeshi Uchiyamada (Chairman)', ' Shigeru Hayakawa (Vice chairman)', ' Akio Toyoda (President)']","Automobiles, luxury vehicles, commercial vehicles, engines","¥ 30,225,681 million (US$ 272 billion) (FY2019) [note 1]","¥2,467,545 million (FY2019)","¥1,985,587 million (FY2019)","¥51,936,949 million (FY2019)","¥20,067,137 million (FY2019)","370,870 (FY2019)",,"['Japan:', ' Hino (57.21%)', ' Daihatsu', ' Toyota Auto Body', ' Toyota Financial Services', ' Toyota Motor East Japan', ' International:', ' Toyota Pakistan', ' Toyota-Astra Motor (Indonesia)', ' Toyota Motor North America', ' Toyota Kirloskar India (89%)', ' Toyota Canada (51%)', ' Toyota Motor Sales USA', ' Toyota Motor Europe', ' Toyota Motor Manufacturing UK', ' Toyota (GB) PLC', ' Toyota Motor Manufacturing France', ' Toyota Motor Philippines', ' Toyota Motor Thailand (86.43%)', ' Toyota Peugeot Citroën Automobile Czech (50%)', ' Toyota Motor Russia', ' Toyota Motor Corporation Australia', ' Toyota South Africa Motors', ' Perodua (25%)']",toyota-global.com
People's Public Security University of China,People's Public Security University of China,National Key University Homeland security university,,,,,,,,,,,,,,,,,www.ppsuc.edu.cn
Rafael Advanced Defense Systems,Rafael Advanced Defense Systems Ltd.,Government-owned corporation,,,"['Defense', ' Aerospace']",,"Haifa, Israel",,,Military aerospace Missiles Ordnance Defense electronics Protection systems Naval Systems,$2.37 billion USD (2016),,$134 million USD (2016),,,"7,000",,['RDC (RAFAEL Development Corporation)'],rafael.co.il
Pierre and Marie Curie University,Pierre and Marie Curie University,Public,,,,,,,,,,,,,,,,,www.upmc.fr
Pasteur Institute,Pasteur Institute,,,,,,,Worldwide,['Stewart Cole (Director)'],,,,,,,,,,www.pasteur.fr
Altera,Altera Corporation,Subsidiary of Intel,,US0214411003,['Integrated circuits'],,"San Jose, California, United States",,"['John Daane (CEO)', ' Dan McNamara (Intel PSG leader)']","FPGAs, CPLDs, embedded processors, ASICs",US$ 1.783 billion (2013),US$584.1 million (2013),US$556.8 million (2013),US$4.658 billion (2013),US$3.333 billion (2013),"2,884 (December 2011)",Intel,,www.altera.com
Centre for Addiction and Mental Health,,,,,,,,,,,,,,,,,,,www.camh.ca
Airbus,Airbus SE,Societas Europaea (SE),Euronext Paris : AIR BMAD : AIR FWB : AIR CAC 40 Component Euro Stoxx 50 component,NL0000235190,"['Aerospace', ' Defence']",,"Leiden, Netherlands (headquarters), Blagnac, Greater Toulouse, France (main office) , Barcelona, Spain (international office)",Worldwide,['Denis Ranque (Chairman) Guillaume Faury (CEO)'],"Civilian A220, A300, A310, A318, A319, A320, A321, A330, A340, A350, A380",€ 70.5 billion (2018),€5.04 billion (2018),€3.05 billion (2018),€115.19 billion (2018),€9.72 billion (2018),"133,671 (2018 )",,"['Airbus Corporate Jets', ' Airbus Operations S.A.S.', ' Navblue', ' Stelia Aerospace', ' Testia']",www.airbus.com
University of Electronic Science and Technology of China,University of Electronic Science and Technology of China (UESTC),Public,,,,,,,,,,,,,,,,,www.uestc.edu.cn
East China Normal University,East China Normal University (ECNU),Public (National),,,,,,,,,,,,,,,,,www.ecnu.edu.cn
Huawei,"Huawei Technologies Co., Ltd.",Limited Company,,,"['Mobile phones', ' Consumer electronics', ' Telecom equipment', ' Networking equipment']",,"Shenzhen, China",Worldwide,['Ren Zhengfei (Founder & CEO) Liang Hua (chairman) Meng Wanzhou (CFO)'],Mobile and fixed broadband networks consultancy and managed services multimedia technology smartphones tablet computers dongles Smart TV HarmonyOS,CN¥ 850 billion US$121.72 billion (2019),CN¥73.287 billion US$10.689 billion (2018),CN¥59.345 billion US$8.656 billion (2018),CN¥665.792 billion US$97.109 billion (2018),CN¥233.065 billion US$33.994 billion (2018),"194,000 (2019)",Huawei Investment & Holding,['Amartus Caliopa Chinasoft International FutureWei Technologies HexaTier HiSilicon iSoftStone'],www.huawei.com
